batting_team,bowling_team,city,runs_left,balls_left,wickets_left,target_score,striker_rating,bowler_rating,result
Punjab Kings,Chennai Super Kings,Chennai,87,68,9,163,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kochi Tuskers Kerala,Kochi,124,95,10,157,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Durban,34,20,8,140,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bengaluru,Jaipur,189,115,9,190,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Chennai Super Kings,Chennai,140,98,9,161,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Mumbai Indians,Johannesburg,59,37,9,150,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,62,39,8,179,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,184,112,10,196,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Chennai Super Kings,Centurion,106,61,9,189,15.236554524980507,1.4496487206164133,0
Rising Pune Supergiants,Sunrisers Hyderabad,Hyderabad,95,113,9,95,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,81,53,8,163,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Royal Challengers Bangalore,Mumbai,166,115,10,174,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Rajasthan Royals,Indore,56,31,6,156,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,20,1,7,219,15.236554524980507,1.1362201742204265,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,45,31,6,138,15.236554524980507,1.4001244555071561,1
Punjab Kings,Mumbai Indians,Ahmedabad,183,104,9,204,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Delhi,71,87,9,121,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Durban,89,55,7,144,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Abu Dhabi,72,52,8,186,15.236554524980507,1.2121212121212122,1
Royal Challengers Bangalore,Punjab Kings,Ahmedabad,168,109,10,180,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Punjab Kings,Mumbai,107,118,10,108,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Dharamsala,153,94,8,184,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Punjab Kings,Dharamsala,168,85,7,200,15.236554524980507,1.0422094841063054,1
Lucknow Super Giants,Rajasthan Royals,Mumbai,122,75,7,163,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,141,80,8,195,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Lucknow Super Giants,Mumbai,157,115,9,162,15.236554524980507,1.4496487206164133,1
Gujarat Lions,Rising Pune Supergiants,Rajkot,72,58,9,165,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Deccan Chargers,Dharamsala,112,45,6,199,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Capitals,Delhi,31,28,7,151,57.97507364814815,1.4496487206164133,0
Delhi Daredevils,Rajasthan Royals,Delhi,139,98,10,161,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Deccan Chargers,Nagpur,17,1,2,152,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Pune,98,62,9,152,16.177106,1.4496487206164133,1
Royal Challengers Bengaluru,Punjab Kings,New Chandigarh,97,118,10,102,15.236554524980507,1.0894941634241244,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,102,95,8,130,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Chennai Super Kings,Dubai,188,115,10,193,53.52351834375001,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Pune,34,6,5,160,57.97507364814815,1.4496487206164133,1
Gujarat Titans,Rajasthan Royals,Jaipur,104,45,7,200,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Chennai Super Kings,Chennai,76,48,8,161,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,141,66,6,196,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Titans,Ahmedabad,76,17,5,197,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,105,87,10,156,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Daredevils,Delhi,118,79,8,175,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kings XI Punjab,Delhi,95,95,10,120,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Chennai,79,61,8,151,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kings XI Punjab,Indore,18,81,10,89,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiant,Sunrisers Hyderabad,Pune,60,25,7,180,57.97507364814815,1.1362201742204265,1
Kochi Tuskers Kerala,Delhi Daredevils,Kochi,78,35,5,158,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,126,74,9,173,15.236554524980507,1.238475299298197,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,91,55,7,171,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,149,108,10,165,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,104,73,9,154,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Kolkata,157,111,10,162,15.236554524980507,1.4496487206164133,1
Punjab Kings,Kolkata Knight Riders,Kolkata,234,107,10,262,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,109,83,10,164,15.236554524980507,1.0880077369439072,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,49,22,7,155,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Rajasthan Royals,Chandigarh,151,118,10,153,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Durban,59,54,5,103,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,154,103,9,165,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Jaipur,9,13,1,93,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Chennai Super Kings,Chennai,23,0,4,218,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Pune Warriors,Jaipur,12,6,6,179,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,97,97,9,133,15.236554524980507,1.4496487206164133,1
Punjab Kings,Rajasthan Royals,Dubai,181,115,10,184,55.704666833333334,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,175,99,10,201,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Mumbai Indians,Chennai,69,71,9,141,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Punjab Kings,Mumbai,93,45,7,177,15.236554524980507,1.0894941634241244,1
Chennai Super Kings,Punjab Kings,Mumbai,28,26,3,127,57.97507364814815,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,9,1,1,143,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Pune Warriors,Mumbai,27,25,5,102,15.236554524980507,1.4496487206164133,1
Pune Warriors,Sunrisers Hyderabad,Pune,29,37,6,109,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,132,85,8,175,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,43,16,4,146,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Royal Challengers Bangalore,Chennai,43,24,5,167,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,164,119,10,165,15.236554524980507,1.4496487206164133,1
Pune Warriors,Deccan Chargers,Pune,56,16,5,178,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,40,53,8,86,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kings XI Punjab,Jaipur,145,113,10,154,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Kings XI Punjab,Mumbai,106,113,10,117,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Sunrisers Hyderabad,Chennai,60,46,5,140,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Navi Mumbai,55,35,8,162,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,49,44,8,120,53.52351834375001,5.0,0
Delhi Capitals,Gujarat Titans,Pune,73,55,7,158,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Chennai Super Kings,Chennai,127,55,7,207,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Delhi Capitals,Delhi,47,27,6,163,15.236554524980507,1.238475299298197,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,174,110,10,188,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,114,84,8,147,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Delhi,108,113,10,121,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Chennai Super Kings,Chennai,84,30,5,218,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,133,118,10,136,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,116,112,10,117,15.236554524980507,1.0495932826029915,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,124,100,10,163,15.236554524980507,1.4496487206164133,0
Punjab Kings,Chennai Super Kings,Dubai,84,86,8,135,55.704666833333334,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,15,14,6,140,15.236554524980507,1.1362201742204265,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,6,9,1,169,2.1079296875,1.4496487206164133,0
Kings XI Punjab,Deccan Chargers,Chandigarh,-3,0,4,191,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Chennai Super Kings,Visakhapatnam,162,92,9,194,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Capitals,Sharjah,61,57,10,136,53.52351834375001,1.4496487206164133,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,139,103,7,146,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,152,88,9,205,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Kings XI Punjab,Mumbai,12,1,3,190,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,130,116,10,150,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Durban,26,19,7,138,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,190,119,10,191,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,49,42,8,139,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Delhi Capitals,Ahmedabad,96,74,6,131,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Kings XI Punjab,Durban,20,6,5,120,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Mumbai Indians,Mumbai,48,58,7,116,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,67,33,3,133,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,86,99,10,113,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Kings XI Punjab,Cuttack,38,36,9,150,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Abu Dhabi,21,6,3,144,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rising Pune Supergiant,Mumbai,33,19,5,158,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Punjab Kings,Mumbai,112,62,7,177,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Gujarat Titans,Lucknow,138,93,10,181,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Kolkata Knight Riders,Hyderabad,58,39,6,150,15.236554524980507,1.4496487206164133,1
Punjab Kings,Royal Challengers Bangalore,Chandigarh,14,23,3,151,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Deccan Chargers,Chennai,108,75,6,160,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,145,71,7,206,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,109,105,9,126,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,134,97,9,165,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Chennai Super Kings,Centurion,89,49,9,189,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Lucknow Super Giants,Lucknow,52,39,6,144,15.236554524980507,1.4496487206164133,1
Pune Warriors,Rajasthan Royals,Jaipur,31,29,4,126,15.236554524980507,1.4496487206164133,0
Rising Pune Supergiants,Kings XI Punjab,Visakhapatnam,91,43,6,173,57.97507364814815,1.4496487206164133,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,119,73,7,159,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Ahmedabad,76,53,7,161,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Pune Warriors,Bangalore,147,90,9,183,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Mumbai Indians,Mumbai,68,56,7,134,57.97507364814815,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,128,102,10,147,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Mumbai,174,94,8,198,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,128,93,9,148,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Ranchi,91,71,8,150,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,157,70,9,241,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,1,0,2,164,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Gujarat Titans,Lucknow,46,49,9,136,15.236554524980507,1.2340600575894694,0
Kings XI Punjab,Rajasthan Royals,Chandigarh,150,115,10,153,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Mumbai,136,97,6,147,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Mumbai Indians,Mumbai,108,58,6,180,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,6,0,4,159,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,44,27,6,155,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Chennai Super Kings,Navi Mumbai,138,79,8,209,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,68,34,8,201,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Mumbai Indians,Delhi,45,27,5,180,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Mumbai,53,38,6,137,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,140,98,9,172,41.095718984375,1.4496487206164133,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,51,1,4,228,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Mumbai,115,51,6,217,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,112,67,7,164,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Chennai Super Kings,Mumbai,115,107,10,134,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Rising Pune Supergiant,Pune,156,118,10,158,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Chandigarh,64,60,9,157,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Daredevils,Delhi,184,112,10,191,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,117,59,7,184,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kings XI Punjab,Dharamsala,99,48,6,165,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Kolkata Knight Riders,Ahmedabad,76,69,10,157,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,129,109,9,136,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,65,39,7,180,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,30,35,5,147,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,127,104,10,145,15.236554524980507,1.4496487206164133,0
Punjab Kings,Chennai Super Kings,Chennai,117,65,8,201,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,99,78,9,146,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,104,60,6,170,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Lions,Rajkot,117,97,10,160,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,154,105,10,172,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,167,119,10,167,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,79,47,7,172,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Rajasthan Royals,Delhi,166,108,10,173,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Gujarat Lions,Kanpur,60,29,4,198,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Chennai,14,0,1,151,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Deccan Chargers,Johannesburg,143,111,10,144,15.236554524980507,1.4496487206164133,1
Punjab Kings,Chennai Super Kings,Dharamsala,159,111,10,168,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Gujarat Titans,Lucknow,17,11,7,136,55.704666833333334,1.4496487206164133,0
Delhi Daredevils,Deccan Chargers,Delhi,136,88,8,169,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Sunrisers Hyderabad,Chennai,69,92,9,115,15.236554524980507,1.4496487206164133,0
Gujarat Lions,Mumbai Indians,Kanpur,32,33,6,174,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,40,23,9,184,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiant,Kolkata Knight Riders,Kolkata,72,72,8,156,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Pune,75,42,9,170,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Centurion,90,67,7,149,15.236554524980507,1.4496487206164133,1
Punjab Kings,Lucknow Super Giants,Lucknow,21,11,4,160,15.236554524980507,1.2121212121212122,1
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,72,46,5,152,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,70,44,7,158,55.704666833333334,1.4496487206164133,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,94,83,9,141,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Rajasthan Royals,Indore,122,84,8,156,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Gujarat Lions,Delhi,147,80,7,172,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,92,72,8,156,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,59,61,9,162,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Titans,Ahmedabad,175,80,9,208,30.874925603305783,1.2340600575894694,1
Kings XI Punjab,Mumbai Indians,Chandigarh,64,43,8,165,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Lions,Rajkot,78,83,10,136,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Daredevils,Jaipur,142,90,9,157,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,77,50,8,161,57.97507364814815,1.4496487206164133,0
Chennai Super Kings,Mumbai Indians,Mumbai,140,93,10,190,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Delhi Daredevils,Delhi,32,13,5,185,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,48,29,9,174,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,97,71,9,152,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,70,80,8,120,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Jaipur,50,24,6,128,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Chennai Super Kings,Chennai,71,23,4,173,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,145,105,9,161,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,116,108,9,126,15.236554524980507,1.4496487206164133,1
