batting_team,bowling_team,city,runs_left,balls_left,wickets_left,target_score,striker_rating,bowler_rating,result
Kolkata Knight Riders,Mumbai Indians,Pune,150,103,10,163,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Gujarat Titans,Ahmedabad,116,53,6,178,15.236554524980507,1.4001244555071561,1
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,60,30,8,204,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Chennai Super Kings,Mumbai,209,110,10,217,15.236554524980507,0.6230529595015576,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,119,84,10,172,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Centurion,47,7,2,165,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,123,78,9,188,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,174,87,6,220,53.52351834375001,1.0880077369439072,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,99,75,7,138,15.236554524980507,1.4001244555071561,1
Punjab Kings,Mumbai Indians,Chennai,114,104,10,132,55.704666833333334,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Bangalore,96,66,8,164,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,75,79,10,134,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,82,56,7,155,30.874925603305783,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Titans,Mumbai,87,56,9,163,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Lucknow Super Giants,Kolkata,141,110,10,163,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Navi Mumbai,40,26,7,162,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,55,32,7,166,15.236554524980507,1.4001244555071561,1
Pune Warriors,Royal Challengers Bangalore,Pune,139,118,10,139,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Deccan Chargers,Hyderabad,53,46,10,166,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Durban,66,36,5,144,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,65,45,7,164,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Chennai,15,6,6,202,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Delhi Capitals,Delhi,100,47,8,202,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Lions,Rajkot,54,65,10,136,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Daredevils,Jaipur,58,43,10,155,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,88,36,6,195,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Gujarat Titans,Ahmedabad,-5,20,9,201,15.236554524980507,1.4001244555071561,1
Kings XI Punjab,Deccan Chargers,Chandigarh,147,105,10,176,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Delhi,63,79,8,121,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Kolkata Knight Riders,Kolkata,26,19,7,181,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,145,92,10,189,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Chandigarh,110,48,6,183,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Lucknow Super Giants,Mumbai,72,30,6,162,15.236554524980507,1.2121212121212122,1
Mumbai Indians,Rising Pune Supergiant,Mumbai,16,5,5,158,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,116,80,8,178,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Titans,Ahmedabad,124,92,8,169,15.236554524980507,1.0422094841063054,1
Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,120,93,9,155,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,125,101,10,162,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Pune Warriors,Pune,144,119,10,145,15.236554524980507,1.4496487206164133,0
Pune Warriors,Sunrisers Hyderabad,Hyderabad,89,92,10,105,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Ranchi,42,20,8,139,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Delhi Capitals,Kolkata,3,20,7,154,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kings XI Punjab,Dharamsala,140,118,10,142,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Daredevils,Jaipur,137,100,10,155,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Capitals,Mumbai,86,53,9,160,30.874925603305783,1.4496487206164133,1
Lucknow Super Giants,Chennai Super Kings,Mumbai,120,64,10,211,55.704666833333334,1.4496487206164133,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,51,36,7,161,57.97507364814815,1.4496487206164133,1
Kings XI Punjab,Deccan Chargers,Dharamsala,114,49,6,199,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Cuttack,135,77,9,188,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,174,115,10,182,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Punjab Kings,Mohali,105,83,10,148,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Gujarat Titans,Ahmedabad,140,68,10,228,15.236554524980507,1.2340600575894694,1
Chennai Super Kings,Mumbai Indians,Hyderabad,81,66,9,149,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Punjab Kings,Sharjah,16,3,3,126,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,137,116,10,143,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,95,36,5,179,15.236554524980507,1.4496487206164133,0
Punjab Kings,Mumbai Indians,Ahmedabad,49,26,7,204,15.236554524980507,0.8833922261484098,1
Gujarat Titans,Chennai Super Kings,Mumbai,17,21,7,134,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,118,78,8,171,15.236554524980507,1.4496487206164133,1
Punjab Kings,Lucknow Super Giants,Pune,25,0,2,154,15.236554524980507,1.0880077369439072,1
Mumbai Indians,Deccan Chargers,Mumbai,82,47,6,136,15.236554524980507,1.4496487206164133,0
Gujarat Titans,Mumbai Indians,New Chandigarh,173,97,9,209,15.236554524980507,1.4496487206164133,0
Punjab Kings,Lucknow Super Giants,Lucknow,73,64,9,172,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Dharamsala,138,30,2,233,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Delhi Daredevils,Chandigarh,17,13,5,159,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Jaipur,118,79,8,168,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,129,114,10,137,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rising Pune Supergiants,Pune,163,119,10,163,15.236554524980507,1.4496487206164133,1
Punjab Kings,Lucknow Super Giants,Lucknow,99,66,7,160,15.236554524980507,1.4496487206164133,1
Punjab Kings,Rajasthan Royals,Dubai,20,13,8,184,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,35,53,9,126,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,90,22,3,206,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Delhi Capitals,Dubai,24,10,7,165,15.236554524980507,1.0880077369439072,1
Deccan Chargers,Kings XI Punjab,Johannesburg,3,0,4,134,15.236554524980507,1.4496487206164133,1
Punjab Kings,Sunrisers Hyderabad,Mohali,37,10,4,181,57.60461666666667,1.4496487206164133,1
Rising Pune Supergiant,Mumbai Indians,Hyderabad,124,114,10,130,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kings XI Punjab,Dharamsala,56,33,7,179,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rising Pune Supergiants,Bangalore,34,17,7,192,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Rajasthan Royals,Mumbai,137,89,7,163,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,157,109,9,167,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,174,108,10,189,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Kolkata Knight Riders,Delhi,121,72,7,191,15.236554524980507,1.4496487206164133,1
Punjab Kings,Sunrisers Hyderabad,Mohali,117,61,6,181,57.60461666666667,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chennai,98,0,1,193,1.1669165680473375,1.4496487206164133,0
Kochi Tuskers Kerala,Deccan Chargers,Kochi,69,36,3,130,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Punjab Kings,Kolkata,119,76,9,183,15.236554524980507,1.173512154233026,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,25,18,4,165,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Delhi Daredevils,Delhi,14,14,9,188,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Mumbai,67,25,6,213,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,101,68,7,155,43.577639999999995,1.4496487206164133,1
Delhi Capitals,Kolkata Knight Riders,Ahmedabad,25,33,10,157,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,220,119,10,224,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,45,21,3,143,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Delhi Daredevils,Delhi,80,90,10,112,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Gujarat Lions,Hyderabad,21,44,9,136,15.236554524980507,1.4496487206164133,1
Punjab Kings,Royal Challengers Bengaluru,Ahmedabad,30,6,3,185,57.60461666666667,1.4496487206164133,1
Kolkata Knight Riders,Rising Pune Supergiants,Pune,130,97,8,163,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Mumbai Indians,Mumbai,144,118,10,148,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Delhi,22,2,5,192,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,54,50,7,161,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Capitals,Abu Dhabi,46,2,4,155,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,87,60,8,176,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,97,34,5,233,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Deccan Chargers,Centurion,87,69,8,146,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Chennai Super Kings,Jaipur,123,88,7,142,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,67,39,9,177,15.236554524980507,1.4496487206164133,1
Gujarat Lions,Kings XI Punjab,Rajkot,127,114,10,132,15.236554524980507,1.2403396622459688,1
Deccan Chargers,Kings XI Punjab,Hyderabad,134,106,9,146,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,175,117,10,177,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiant,Kolkata Knight Riders,Kolkata,145,108,9,156,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Chennai,144,106,10,170,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,90,56,7,133,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,142,105,10,167,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,30,23,7,176,15.236554524980507,1.4496487206164133,1
Punjab Kings,Sunrisers Hyderabad,Mohali,96,47,6,181,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Bangalore,142,89,10,188,15.236554524980507,1.4496487206164133,1
Pune Warriors,Chennai Super Kings,Chennai,109,76,7,165,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,58,24,6,165,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Deccan Chargers,Cuttack,86,34,4,171,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Capitals,Abu Dhabi,138,94,8,155,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Gujarat Titans,Kolkata,149,76,8,199,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Pune Warriors,Mumbai,43,27,8,146,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,110,65,9,174,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,63,27,8,183,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,147,88,10,201,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Chennai Super Kings,Chennai,114,40,6,223,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,127,81,8,166,30.874925603305783,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,29,25,7,143,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Centurion,58,22,5,165,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Delhi Daredevils,Delhi,157,113,10,163,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rising Pune Supergiant,Mumbai,36,23,6,158,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,79,101,9,96,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Pune Warriors,Pune,142,114,10,149,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Mumbai Indians,Mumbai,80,106,10,94,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai,163,117,10,165,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Mumbai,157,111,9,167,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Mumbai,82,49,9,174,15.236554524980507,1.4496487206164133,1
Punjab Kings,Royal Challengers Bangalore,Chandigarh,100,80,6,151,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,2,9,1,88,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Pune,96,79,8,156,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bengaluru,Chennai,11,2,6,177,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,111,70,9,189,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,25,26,5,148,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,94,101,9,114,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Jaipur,22,48,9,110,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Mumbai Indians,Navi Mumbai,100,70,8,157,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Titans,Ahmedabad,99,44,3,189,15.236554524980507,1.2340600575894694,1
Rajasthan Royals,Mumbai Indians,Mumbai,47,65,10,134,15.236554524980507,1.4496487206164133,0
Gujarat Lions,Kings XI Punjab,Chandigarh,46,46,8,163,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,38,45,7,118,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Pune Warriors,Chandigarh,103,105,9,117,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,87,102,9,112,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,164,114,10,167,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bengaluru,Bengaluru,97,72,8,195,15.236554524980507,1.006036217303823,1
Gujarat Lions,Kings XI Punjab,Chandigarh,42,25,8,193,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Chennai,124,97,9,159,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Durban,77,57,10,140,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,154,82,9,218,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,22,10,3,142,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,65,2,1,220,11.477108567901233,1.4496487206164133,1
Lucknow Super Giants,Sunrisers Hyderabad,Hyderabad,180,104,10,186,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Kolkata Knight Riders,Kolkata,104,69,8,163,15.236554524980507,1.238475299298197,1
Lucknow Super Giants,Mumbai Indians,Chennai,65,89,8,102,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,116,68,9,177,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Capitals,Mumbai,159,115,10,160,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Chandigarh,151,105,10,165,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,169,118,10,175,15.236554524980507,1.4496487206164133,1
Punjab Kings,Royal Challengers Bengaluru,Ahmedabad,43,18,5,185,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Centurion,69,44,7,186,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Rajasthan Royals,Ahmedabad,205,112,10,207,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,57,50,8,163,57.97507364814815,1.4496487206164133,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,11,3,4,171,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Abu Dhabi,86,70,8,144,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,109,98,9,129,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Gujarat Titans,Ahmedabad,74,32,6,178,15.236554524980507,1.2340600575894694,1
Rajasthan Royals,Kolkata Knight Riders,Sharjah,159,96,6,172,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Sunrisers Hyderabad,Pune,92,62,10,181,15.236554524980507,1.2403396622459688,1
Mumbai Indians,Lucknow Super Giants,Mumbai,127,64,9,215,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Rajasthan Royals,Ahmedabad,205,115,10,207,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Kings XI Punjab,Chandigarh,6,10,5,153,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,50,41,6,129,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiant,Gujarat Lions,Pune,78,44,6,162,57.97507364814815,1.4496487206164133,1
Delhi Capitals,Rajasthan Royals,Jaipur,194,119,10,194,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Capitals,Delhi,58,9,5,258,15.236554524980507,0.9609224855861628,1
Mumbai Indians,Chennai Super Kings,Bangalore,141,85,9,188,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,96,36,5,194,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,93,51,8,182,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,50,28,6,177,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Delhi Daredevils,Chandigarh,56,44,7,159,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,144,102,10,162,15.236554524980507,1.4496487206164133,1
Punjab Kings,Lucknow Super Giants,Lucknow,47,9,5,200,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Chennai Super Kings,East London,80,32,1,179,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Rajasthan Royals,Guwahati,49,38,8,154,15.236554524980507,1.2403396622459688,1
Chennai Super Kings,Deccan Chargers,Chennai,77,46,5,160,57.97507364814815,1.4496487206164133,0
Sunrisers Hyderabad,Gujarat Lions,Delhi,101,67,7,163,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,224,113,10,233,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,31,25,3,126,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Lucknow Super Giants,Jaipur,128,93,10,155,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,7,4,3,130,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,94,102,10,127,15.236554524980507,1.5980823012385137,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,64,41,5,137,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,67,48,7,150,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Sunrisers Hyderabad,Delhi,39,17,4,189,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,87,92,10,141,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Mumbai Indians,Mumbai,69,40,8,148,15.236554524980507,1.4496487206164133,1
Punjab Kings,Delhi Capitals,Navi Mumbai,52,23,3,160,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Mumbai Indians,Mumbai,200,117,10,206,15.236554524980507,1.4496487206164133,1
Gujarat Lions,Kings XI Punjab,Chandigarh,151,107,9,163,15.236554524980507,1.2403396622459688,1
Pune Warriors,Deccan Chargers,Pune,107,62,8,178,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kolkata Knight Riders,Durban,97,75,9,158,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Mumbai,179,112,10,188,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Abu Dhabi,59,48,9,155,15.236554524980507,1.2121212121212122,1
Rajasthan Royals,Mumbai Indians,Ahmedabad,102,41,3,179,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,80,62,7,145,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Cape Town,104,77,6,140,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Delhi Daredevils,Kolkata,79,106,10,99,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,66,50,8,169,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Chennai Super Kings,Chennai,134,104,10,145,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,83,100,10,95,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Indore,143,93,10,199,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Rajasthan Royals,Chandigarh,21,15,4,135,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Delhi Daredevils,Bangalore,105,73,8,164,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,East London,8,0,5,140,15.236554524980507,1.4496487206164133,0
Rising Pune Supergiants,Mumbai Indians,Mumbai,77,85,10,122,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Chennai Super Kings,Chennai,18,14,7,145,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Lucknow Super Giants,Jaipur,96,69,10,181,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Kings XI Punjab,Mumbai,110,41,7,231,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Punjab Kings,Sharjah,34,21,5,126,15.236554524980507,1.0894941634241244,1
Kolkata Knight Riders,Chennai Super Kings,Mumbai,21,26,7,132,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Mumbai Indians,Mumbai,122,88,9,162,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Chennai Super Kings,East London,179,115,9,179,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Rajasthan Royals,Mumbai,21,1,4,208,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,52,81,10,99,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Chennai,135,92,9,169,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Capitals,Delhi,112,87,10,173,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,193,104,7,198,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,151,68,4,218,43.148637,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,12,42,10,115,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Chennai Super Kings,Chennai,194,91,8,223,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Deccan Chargers,Johannesburg,70,56,7,144,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,136,101,9,145,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Mumbai Indians,Lucknow,24,19,6,146,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Gujarat Titans,Mumbai,41,5,2,193,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,39,21,7,171,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Chennai Super Kings,Mumbai,24,25,7,134,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,60,61,9,147,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Capitals,Mumbai,107,46,7,216,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,99,56,8,166,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,103,52,10,246,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Punjab Kings,Hyderabad,141,86,8,215,41.095718984375,1.4496487206164133,0
Chennai Super Kings,Sunrisers Hyderabad,Delhi,90,65,10,174,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Kings XI Punjab,Delhi,77,57,9,167,15.236554524980507,1.4496487206164133,1
Punjab Kings,Chennai Super Kings,Dharamsala,121,82,8,168,57.60461666666667,1.4496487206164133,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,87,25,4,224,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Delhi Daredevils,Delhi,26,10,8,163,57.97507364814815,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,54,46,7,162,15.236554524980507,1.1362201742204265,1
Rajasthan Royals,Delhi Capitals,Abu Dhabi,113,67,7,155,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,89,68,9,140,15.236554524980507,1.4496487206164133,0
